title,text,llm_justification,Monetary_Financial,Inflation_Prices,Real_Economic_Activity,Labor_Consumption,Fiscal_Government,External_Sector
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Last year, SEBI dismissed three allegations against Adani and senior executives accused of stock manipulation, insider trading and not disclosing related party transactions.",Dismissal of securities allegations against a single corporate entity lacks systemic macro impact on national economic vectors.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",The claims had been made by US short-seller Hindenburg Research.,Sentence contains no macroeconomic data or directional signals for any domain.,0.0,0.0,0.0,0.0,0.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","BUTTERWORTH: Unity and solidarity are crucial to ensuring workers’ rights and welfare are protected amid global geopolitical and economic uncertainties, says Steven Sim.",Statement expresses broad political solidarity with no specific macro data or directional economic signal.,0.0,0.0,0.0,0.0,0.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech",The Entrepreneur Development and Cooperatives Minister urged unions such as the National Union of the Teaching Profession (NUTP) to remain united so that teachers continue to play their role to shape future leaders to navigate increasingly complex global challenges.,"Statement is purely about union coordination and education policy, lacking any macroeconomic data or directional economic signals.",0.0,0.0,0.0,0.0,0.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","Beyond imparting knowledge, Sim said the teaching profession also has the responsibility to shape students’ discipline, values, and sense of identity.",Sentence discusses non-economic educational responsibility; no macro signals present.,0.0,0.0,0.0,0.0,0.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","""This in turn produces successful national leaders, public administrators and professionals.",The sentence discusses abstract human capital outcomes without any direct macroeconomic domain signals.,0.0,0.0,0.0,0.0,0.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","“Every prime minister, president, minister and even king began with a teacher who patiently taught them how to read and write,” he said in a Teacher’s Day appreciation speech to the union’s Penang branch on Friday (May 15).","Statement contains no macroeconomic data, signal, or policy relevance across any domain.",0.0,0.0,0.0,0.0,0.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","Sim also congratulated civil servants, including teachers, on receiving a 15% salary increase after more than 12 years without salary adjustments.",Public sector wage hike expands government expenditure and directly boosts household disposable income.,0.0,0.0,0.0,1.0,1.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","He stressed that strong unions remain essential in defending workers’ rights and welfare, such as NUTP, established over 52 years ago with approximately 230,000 current members across 11 states in Peninsular Malaysia.",The sentence endorses union roles but provides no directional systemic macro labor metric or consumption data.,0.0,0.0,0.0,0.0,0.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","“When we unite, stand together and have NUTP, our welfare can be protected.","Statement describes isolated labor union welfare protection, irrelevant to systemic macro dimensions.",0.0,0.0,0.0,0.0,0.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","The workload carried by teachers cannot be fully reflected in their payslips as they not only teach but also nurture, educate, guide students and manage various administrative responsibilities.","This is a micro-level observation about teacher compensation, not a systemic macro indicator.",0.0,0.0,0.0,0.0,0.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","“A payslip does not show the sweat, sacrifices and tears of a teacher carrying the immense responsibility of shaping the nation’s future generations,” he said.",The statement is a subjective tribute to teachers with no macroeconomic data or directional signal.,0.0,0.0,0.0,0.0,0.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","The former Human Resources Minister added that unity and solidarity among workers are crucial in defending workers’ rights and welfare, especially amid global geopolitical and economic uncertainties.",The statement discusses worker unity without specifying any macro-economic data or directional movement.,0.0,0.0,0.0,0.0,0.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","""The government has in the past implemented various measures, including raising the minimum wage, strengthening protection for gig workers and increasing civil servants’ salaries to improve workers' welfare.",Government wage mandates and spending increases structurally boost worker income and aggregate consumption.,0.0,0.0,0.0,1.0,1.0,0.0
"Sim urges solidarity, unity among unions in Teacher’s Day appreciation speech","“Without unions we are weak and without unity we cannot defend workers’ rights and their welfare,” he said.",General political remark on union power without macroeconomic data or directional signals.,0.0,0.0,0.0,0.0,0.0,0.0
"Japan may face more price hikes for food, hot spring facilities, central bank says","TOKYO: Japan may face another round of broad-based price increases around summer, as firms ranging from food makers to hot spring facilities consider passing on soaring energy costs from the Middle East conflict, the central bank said on Friday (May 15).",Escalating global energy supply disruption triggers cost-push import inflation and broad-based producer price increases.,0.0,2.0,0.0,0.0,0.0,2.0
"Japan may face more price hikes for food, hot spring facilities, central bank says","Shedding their long-held practice of keeping prices low, many service-sector firms are steadily passing on rising raw material and labour costs, the Bank of Japan said in a report based on a survey of regional firms conducted from January to April.",Service-sector firms passing on rising raw material and labour costs transmits cost-push inflationary pressure throughout the economy.,0.0,2.0,0.0,0.0,0.0,0.0
"Japan may face more price hikes for food, hot spring facilities, central bank says","Rising energy costs from the Middle East conflict are also prodding firms to accelerate price increases under business plans for the fiscal year that began in April, the report said.",Rising energy costs from geopolitical conflict trigger external trade shock and push domestic prices upward.,0.0,2.0,2.0,0.0,0.0,2.0
"Japan may face more price hikes for food, hot spring facilities, central bank says","Some have already decided to raise prices at a faster pace including those in the food industry, restaurants and hot spring facilities, it said.",Elevated selling price strategies across food and service sectors inject inflationary pressure into the consumer basket.,0.0,2.0,0.0,0.0,0.0,0.0
"Japan may face more price hikes for food, hot spring facilities, central bank says","""Others said they will decide whether to do so soon.","Sentence fragment lacks any reference to economic domains, policies, or data.",0.0,0.0,0.0,0.0,0.0,0.0
"Japan may face more price hikes for food, hot spring facilities, central bank says","As for the specific timing, some said they would decide around summer or beyond,"" the report said.",Statement only references a future decision timeline without any directional economic signal.,0.0,0.0,0.0,0.0,0.0,0.0
"Japan may face more price hikes for food, hot spring facilities, central bank says",The report underscores the BOJ's growing attention to inflationary pressures building in the economy that could add to the case for a near-term interest rate hike.,Inflationary pressures and imminent monetary tightening signal rising input costs and systemic credit contraction.,2.0,2.0,0.0,0.0,0.0,0.0
"Japan may face more price hikes for food, hot spring facilities, central bank says","Highlighting the cost pressure companies face, annual wholesale inflation hit a three-year high of 4.9 per cent in April as the Iran war boosted petroleum and chemical goods prices.",War-driven spike in petroleum and chemical input costs triggers wholesale inflation and external supply friction.,0.0,2.0,2.0,0.0,0.0,2.0
